"LINESTRING (-79.538482 35.224445,-79.537502 35.224627,-79.536529 35.224856,-79.536227 35.2251)"	11020239592	Aberdeen and Briar Patch RR	R1011
"LINESTRING (-79.422525 35.134378,-79.42236 35.13518)"	11020242413		R1011
"LINESTRING (-79.422525 35.134378,-79.423138 35.133988,-79.423806 35.133804)"	11020242414		R1011
"LINESTRING (-79.421883 35.133509,-79.422525 35.134378)"	11020242415		R1011
"LINESTRING (-79.44135 35.139113,-79.442132 35.139707,-79.442719 35.140325,-79.443083 35.140828,-79.443342 35.141498,-79.443756 35.142567,-79.443701 35.142988,-79.443562 35.143392,-79.44361 35.143737,-79.443652 35.144039,-79.443689 35.144305,-79.443733 35.144628,-79.443931 35.145979,-79.444157 35.147467,-79.44402 35.148497,-79.444096 35.149332,-79.444163 35.150054)"	11020242416		R1011
"LINESTRING (-79.244627 35.330716,-79.246359 35.330831,-79.247309 35.330785,-79.248259 35.330602,-79.249237 35.329938,-79.250159 35.32916,-79.25068 35.328394,-79.251886 35.325785,-79.254283 35.322259,-79.257095 35.31879,-79.259322 35.31563,-79.259743 35.314393)"	11020242417		R1011
"LINESTRING (-79.425397 35.13368,-79.425171 35.134018)"	11020242418		R1011
"LINESTRING (-79.431157 35.125158,-79.43097 35.125409,-79.430464 35.126094,-79.430185 35.126482,-79.430146 35.126536,-79.42998 35.127201)"	11020242419		R1011
"LINESTRING (-79.489175 35.428873,-79.490149 35.428309,-79.49227 35.427595,-79.492449 35.427563,-79.493601 35.427419)"	11020242420		R1011
"LINESTRING (-79.552506 35.436564,-79.553431 35.43597,-79.557156 35.434854,-79.560152 35.434127,-79.561131 35.433968)"	11020242421		R1011
"LINESTRING (-121.255133 37.961547,-121.255562 37.961433,-121.256762 37.961115,-121.257736 37.960856,-121.258496 37.960654)"	11020310337	Sprr	R1011
"LINESTRING (-121.274141 37.926598,-121.274232 37.915728,-121.274276 37.910496,-121.274277 37.910413,-121.27428 37.910061,-121.274291 37.9088,-121.2743 37.907934,-121.274373 37.899313,-121.274374 37.899265,-121.27438 37.898567,-121.274384 37.898079,-121.274416 37.894021,-121.27442 37.893588,-121.274467 37.888146)"	11020310338	Sprr	R1011
"LINESTRING (-121.281542 37.99472,-121.281094 38.00098,-121.28084 38.004527,-121.280562 38.008417,-121.280487 38.009387,-121.280427 38.01029,-121.280346 38.011308,-121.2803 38.011741,-121.280268 38.012124,-121.280244 38.012796,-121.280229 38.013403)"	11020310339	Sprr	R1011
"LINESTRING (-121.278323 37.955734,-121.2786 37.956747,-121.278857 37.957687,-121.27914 37.958727,-121.279331 37.959423)"	11020310340	Sprr	R1011
"LINESTRING (-121.27801 37.954935,-121.278037 37.955188,-121.278029 37.9553,-121.278011 37.955373,-121.277982 37.955446,-121.277965 37.955479,-121.277898 37.955575,-121.277811 37.955666,-121.277744 37.955722,-121.27764 37.955789,-121.277523 37.955845,-121.277394 37.955889)"	11020310341	Sprr	R1011
"LINESTRING (-121.282935 37.974285,-121.282945 37.974599,-121.282947 37.974665,-121.282943 37.975033,-121.282898 37.975722,-121.282868 37.976191,-121.282801 37.977209,-121.282562 37.980544,-121.282541 37.980836,-121.282509 37.981268,-121.282456 37.98201,-121.282288 37.984346,-121.281978 37.988675,-121.281632 37.993722)"	11020310342	Sprr	R1011
"LINESTRING (-121.274138 37.926836,-121.274132 37.927701,-121.27412 37.929284,-121.274116 37.929821,-121.274111 37.930407,-121.274102 37.931368,-121.27409 37.933075,-121.27406 37.936994,-121.274053 37.937921,-121.274055 37.938302,-121.274058 37.938696,-121.274084 37.939091,-121.274088 37.939154,-121.274109 37.939467,-121.274131 37.939632,-121.274222 37.940326,-121.274234 37.940393,-121.274296 37.940743,-121.274341 37.940936,-121.274474 37.941496,-121.274584 37.941899,-121.274613 37.942011,-121.27486 37.942928,-121.27526 37.944411,-121.275381 37.944857,-121.275431 37.945043,-121.275478 37.945218,-121.275553 37.945494,-121.275624 37.945754,-121.275865 37.946645,-121.275888 37.946729,-121.275897 37.946763,-121.276037 37.947281,-121.276138 37.947655,-121.276442 37.948781,-121.276719 37.949803,-121.27725 37.951763,-121.277342 37.952103,-121.277417 37.952386,-121.277502 37.952698,-121.277777 37.953713,-121.27804 37.954689)"	11020310343	Sprr	R1011
"LINESTRING (-121.27953 37.960318,-121.279631 37.960686,-121.2799 37.961666,-121.280215 37.962811,-121.281784 37.968516,-121.282062 37.969514,-121.282096 37.969638)"	11020310344	Sprr	R1011
"LINESTRING (-121.275913 37.950954,-121.275978 37.951175,-121.27619 37.951945)"	11020310346	Sprr	R1011
"LINESTRING (-121.271478 37.902245,-121.271558 37.902444,-121.272661 37.905186,-121.272681 37.905235,-121.272793 37.905509,-121.272892 37.905714,-121.273019 37.90594)"	11020312710	Tsrr	R1011
"LINESTRING (-121.267839 37.957698,-121.267886 37.957686,-121.268028 37.957651,-121.268639 37.957544,-121.269186 37.957449,-121.269226 37.957439,-121.269624 37.957339,-121.270446 37.957193,-121.27069 37.957141,-121.270927 37.957075,-121.271298 37.956945,-121.271591 37.956873)"	11020315732	Cctrr	R1011
"LINESTRING (-121.264198 37.955745,-121.264168 37.955673,-121.26412 37.955563,-121.264065 37.955464,-121.263934 37.955128,-121.263776 37.954721)"	11020315733	Cctrr	R1011
"LINESTRING (-121.26534 37.958411,-121.265164 37.958106,-121.264994 37.957698,-121.264824 37.95729,-121.264664 37.956894,-121.264499 37.95648)"	11020315734	Cctrr	R1011
"LINESTRING (-121.266111 37.960262,-121.26626 37.960579,-121.266487 37.961068,-121.266808 37.961817,-121.26702 37.962315,-121.267438 37.963427,-121.267808 37.964414,-121.267946 37.964786,-121.268104 37.965212,-121.268224 37.965531,-121.268278 37.965675,-121.268595 37.966525,-121.269241 37.968259,-121.269362 37.968586,-121.269429 37.968765,-121.269573 37.969149,-121.269635 37.969335)"	11020315735	Cctrr	R1011
"LINESTRING (-78.999472 35.645624,-78.998719 35.646037,-78.990015 35.650691,-78.988045 35.651744,-78.980795 35.65562,-78.978657 35.656741)"	11020317521	Seaboard System RR	R1011
"LINESTRING (-79.350766 35.517764,-79.350609 35.518159,-79.35047 35.518371,-79.350428 35.518441,-79.35016 35.518847,-79.350093 35.518925,-79.349581 35.519531,-79.349208 35.51997,-79.349094 35.52018,-79.348885 35.520407,-79.348844 35.520452,-79.348061 35.521866,-79.347418 35.523241,-79.346776 35.524203,-79.345908 35.524913,-79.342858 35.526998,-79.33599 35.53136,-79.33588 35.531428,-79.335688 35.53155,-79.335406 35.53173,-79.33519 35.531867,-79.335047 35.531955,-79.326174 35.537589,-79.325726 35.538254,-79.325671 35.539101,-79.326092 35.540132,-79.326262 35.540452,-79.326822 35.541503,-79.326963 35.542831,-79.3266 35.543908,-79.326352 35.544314,-79.326152 35.544641,-79.324892 35.545511,-79.323968 35.545717,-79.322285 35.545549,-79.321923 35.545513,-79.319541 35.545813,-79.317791 35.546411,-79.317759 35.546421,-79.317414 35.546547,-79.315761 35.547419,-79.314921 35.548059,-79.314305 35.548632,-79.313605 35.549136,-79.312372 35.549571,-79.31142 35.549824,-79.305595 35.551818,-79.304558 35.552164,-79.302938 35.552937,-79.30192 35.55329,-79.294362 35.556962,-79.293778 35.557265,-79.293073 35.557743,-79.292222 35.558377,-79.292055 35.558519,-79.2906 35.559506,-79.290237 35.559743,-79.288897 35.560565,-79.28792 35.561199,-79.287669 35.561341,-79.286793 35.56191,-79.286548 35.562047,-79.286323 35.562113,-79.286124 35.562138,-79.285933 35.562138,-79.285663 35.562122,-79.285433 35.5621)"	11020317671	Norfolk Southern Rlwy	R1011
"LINESTRING (-79.285371 35.562862,-79.285033 35.563058,-79.284785 35.563201,-79.283494 35.563412,-79.281448 35.563252,-79.28086 35.563161,-79.277567 35.561653,-79.275563 35.560737,-79.27471 35.56066,-79.27038 35.561424,-79.268895 35.561195,-79.262932 35.559488,-79.26257 35.559452)"	11020317672	Norfolk Southern Rlwy	R1011
"LINESTRING (-79.286888 35.562762,-79.286499 35.562671,-79.286319 35.562645,-79.286136 35.562637,-79.285958 35.562653,-79.285742 35.562703,-79.285596 35.562753,-79.285371 35.562862)"	11020317673	Norfolk Southern Rlwy	R1011
"LINESTRING (-79.282734 35.563183,-79.2817 35.563111,-79.28111 35.563024,-79.277793 35.561538,-79.275775 35.560633,-79.274931 35.560502,-79.27054 35.561285,-79.269088 35.561148,-79.263057 35.559452,-79.262607 35.559442,-79.26257 35.559452)"	11020317674	Norfolk Southern Rlwy	R1011
"LINESTRING (-79.046118 35.568537,-79.045764 35.568773,-79.045333 35.569021,-79.041567 35.57118,-79.041453 35.571245,-79.041375 35.571289,-79.040098 35.57164,-79.037519 35.572002,-79.036146 35.571952,-79.03497 35.571769,-79.03457 35.571665,-79.029091 35.570275,-79.028803 35.570203,-79.025133 35.569273,-79.025002 35.569239,-79.012963 35.566186,-79.012201 35.566081,-79.012123 35.566071,-79.010329 35.566158,-79.008254 35.566863,-79.004494 35.568687,-79.002305 35.569758,-78.999477 35.569905,-78.998325 35.569599,-78.997708 35.569519,-78.99712 35.569442,-78.99541 35.569307,-78.994893 35.569292,-78.992075 35.5692,-78.991895 35.569186,-78.989469 35.569001,-78.986589 35.568286,-78.986232 35.568197,-78.985684 35.56807,-78.982712 35.567502,-78.981091 35.567139,-78.981002 35.56712,-78.978759 35.566618,-78.977722 35.566391,-78.975956 35.56612,-78.97401 35.565907,-78.97387 35.565891,-78.973435 35.565846,-78.973102 35.565808,-78.962431 35.564644,-78.962237 35.564622,-78.960485 35.56443,-78.958749 35.564502,-78.956705 35.565079,-78.955895 35.565536,-78.955472 35.565826,-78.955027 35.566134,-78.952734 35.568083,-78.951335 35.568886,-78.949684 35.569507,-78.948878 35.56966,-78.947975 35.56983,-78.94649 35.569834,-78.944528 35.569356,-78.942229 35.568627,-78.941668 35.568307,-78.940123 35.566822,-78.938726 35.56562,-78.937232 35.564332,-78.936951 35.564034,-78.935465 35.563488,-78.933922 35.562779,-78.933682 35.562707,-78.932594 35.562211)"	11020317675	Norfolk Southern Rlwy	R1011
"LINESTRING (-79.26257 35.559452,-79.262217 35.55945,-79.259761 35.559432,-79.259469 35.559439,-79.25931 35.559441,-79.252194 35.559577,-79.24966 35.559624,-79.249485 35.559628,-79.245301 35.559555,-79.243169 35.559012)"	11020317676	Norfolk Southern Rlwy	R1011
"LINESTRING (-78.999472 35.645624,-79.00225 35.644134,-79.002523 35.643988,-79.003607 35.643414,-79.004897 35.642726,-79.007438 35.641349,-79.007768 35.641175,-79.009521 35.640248,-79.009965 35.640042,-79.013276 35.638255,-79.019706 35.634787,-79.021926 35.633302,-79.024175 35.631293,-79.0245 35.630931,-79.026145 35.629098,-79.026737 35.628114,-79.027527 35.626536,-79.027896 35.624935,-79.027925 35.624859,-79.028377 35.623676,-79.029896 35.621641,-79.031414 35.620316,-79.033149 35.619067,-79.034466 35.618119,-79.034775 35.61789,-79.03488 35.617813,-79.035846 35.617121,-79.038521 35.615201,-79.039629 35.614512,-79.03979 35.614413,-79.039841 35.61438,-79.041442 35.613239,-79.043576 35.612372,-79.044474 35.612145,-79.046016 35.612148,-79.047564 35.612446,-79.047914 35.612512,-79.049014 35.612724,-79.056592 35.615265,-79.056658 35.615286,-79.057171 35.615459,-79.057427 35.615544,-79.059238 35.616152,-79.060386 35.616725,-79.061982 35.617828,-79.062382 35.618105,-79.062905 35.61847,-79.064221 35.619433,-79.065201 35.62003,-79.066378 35.620421,-79.068059 35.620698,-79.069042 35.620642,-79.069573 35.620609,-79.070185 35.620477,-79.07179 35.620131,-79.073299 35.61979,-79.073617 35.619719,-79.07451 35.619517,-79.075289 35.619331,-79.077175 35.618881,-79.077253 35.618844,-79.077448 35.618752,-79.079432 35.617824,-79.079758 35.617671,-79.079915 35.617552,-79.080824 35.616872,-79.082311 35.615792,-79.082653 35.615542,-79.082955 35.615374)"	11020318056	Seaboard Coast Line RR	R1011
"LINESTRING (-79.160145 35.671765,-79.160177 35.671222,-79.160191 35.670968,-79.160261 35.669083,-79.160399 35.667866,-79.160494 35.666863,-79.160896 35.666027,-79.160931 35.665953,-79.161176 35.665446,-79.162047 35.66398,-79.162555 35.662791,-79.162808 35.661211,-79.162753 35.660135,-79.162193 35.659036,-79.161268 35.65821,-79.160625 35.657729,-79.159307 35.65702,-79.157287 35.656536,-79.154834 35.656167,-79.154679 35.656144,-79.146826 35.655496,-79.143657 35.655129,-79.142563 35.654853,-79.141189 35.654303,-79.139676 35.653477,-79.139143 35.653248,-79.137769 35.653109,-79.136592 35.653154,-79.135468 35.653495,-79.131175 35.654454,-79.129875 35.65429,-79.127502 35.653991,-79.125172 35.654034,-79.123601 35.653786,-79.123574 35.653781,-79.12335 35.653598,-79.123213 35.653523,-79.122696 35.653238,-79.122588 35.65318,-79.121136 35.652382,-79.120323 35.652153,-79.117434 35.652126,-79.116256 35.651851,-79.11564 35.651553,-79.11508 35.651048,-79.114465 35.649695,-79.114319 35.649096,-79.114187 35.64855,-79.113879 35.648115,-79.11287 35.647428,-79.112057 35.647199,-79.108368 35.646841,-79.107767 35.646782,-79.106875 35.646513,-79.106702 35.646461,-79.105441 35.645679,-79.105289 35.645555,-79.104573 35.644969,-79.102473 35.643455,-79.101353 35.642471,-79.099677 35.639515,-79.097191 35.634292,-79.09652 35.633443,-79.095596 35.632779,-79.093746 35.631975,-79.092798 35.631829,-79.092541 35.631789,-79.091756 35.631857,-79.09129 35.631981)"	11020318057	Seaboard Coast Line RR	R1011
